platform,workload,mode,version,launch,name,param,meanMs,minMs,stdevMs,samples,inner,sampledMs
linux,worker-allocation-scaling,node,control,4,worker-allocation-fixed-work,2,2.0256181,0.2489995,2.4782367,247,2,1000.65532
linux,worker-allocation-scaling,node,control,4,worker-allocation-fixed-work,4,1.078193,0.204831,1.5182701,232,4,1000.563081
linux,worker-allocation-scaling,node,control,5,worker-allocation-direct,20000,0.6943315,0.438749,0.316892,1441,1,1000.531675
linux,worker-allocation-scaling,node,control,5,worker-allocation-fixed-work,1,0.5170135,0.392326,0.106161,968,2,1000.938076
linux,worker-allocation-scaling,node,control,5,worker-allocation-fixed-work,2,0.2222823,0.1858766,0.0241719,563,8,1001.159406
linux,worker-allocation-scaling,node,control,5,worker-allocation-fixed-work,4,0.196233,0.1515825,0.0347903,637,8,1000.003592
linux,worker-message-latency,compiled,baseline,1,worker-message-roundtrip,1,0.022839,0.0061033,0.0157535,1370,32,1001.261975
linux,worker-message-latency,compiled,baseline,1,worker-message-roundtrip,2,0.0476554,0.0403948,0.0051824,656,32,1000.381881
linux,worker-message-latency,compiled,baseline,1,worker-message-roundtrip,4,0.1181749,0.0771163,0.0467822,529,16,1000.232371
linux,worker-message-latency,compiled,baseline,2,worker-message-roundtrip,1,0.0251244,0.0052589,0.0600015,1244,32,1000.151947
linux,worker-message-latency,compiled,baseline,2,worker-message-roundtrip,2,0.0466963,0.0381154,0.0120518,670,32,1001.169447
linux,worker-message-latency,compiled,baseline,2,worker-message-roundtrip,4,0.0911178,0.0763274,0.0495841,1372,8,1000.109285
linux,worker-message-latency,compiled,baseline,3,worker-message-roundtrip,1,0.024225,0.0053535,0.0128807,1290,32,1000.009052
linux,worker-message-latency,compiled,baseline,3,worker-message-roundtrip,2,0.0444019,0.0378169,0.0056246,704,32,1000.287003
linux,worker-message-latency,compiled,baseline,3,worker-message-roundtrip,4,0.0766727,0.0668629,0.008179,816,16,1001.038595
linux,worker-message-latency,compiled,baseline,4,worker-message-roundtrip,1,0.0094478,0.0053567,0.0075394,827,128,1000.103664
linux,worker-message-latency,compiled,baseline,4,worker-message-roundtrip,2,0.0419568,0.0376375,0.0058055,745,32,1000.249927
linux,worker-message-latency,compiled,baseline,4,worker-message-roundtrip,4,0.0808152,0.0671616,0.020416,774,16,1000.81523
linux,worker-message-latency,compiled,baseline,5,worker-message-roundtrip,1,0.0183233,0.0053328,0.0095611,854,64,1001.475716
linux,worker-message-latency,compiled,baseline,5,worker-message-roundtrip,2,0.0414953,0.0376435,0.0054818,754,32,1001.198984
linux,worker-message-latency,compiled,baseline,5,worker-message-roundtrip,4,0.0800623,0.0674826,0.009478,781,16,1000.458495
linux,worker-message-latency,compiled,candidate,1,worker-message-roundtrip,1,0.0231526,0.0059752,0.0184183,1350,32,1000.194087
linux,worker-message-latency,compiled,candidate,1,worker-message-roundtrip,2,0.0593413,0.0101576,0.0301972,527,32,1000.732123
linux,worker-message-latency,compiled,candidate,1,worker-message-roundtrip,4,0.0838734,0.0727231,0.0169871,746,16,1001.112658
linux,worker-message-latency,compiled,candidate,2,worker-message-roundtrip,1,0.0087324,0.0053545,0.0076401,3579,32,1000.100671
linux,worker-message-latency,compiled,candidate,2,worker-message-roundtrip,2,0.0372188,0.0099333,0.0148663,421,64,1002.823017
linux,worker-message-latency,compiled,candidate,2,worker-message-roundtrip,4,0.0844488,0.0769113,0.0119891,741,16,1001.22554
linux,worker-message-latency,compiled,candidate,3,worker-message-roundtrip,1,0.0099214,0.0052073,0.0098228,3150,32,1000.076637
linux,worker-message-latency,compiled,candidate,3,worker-message-roundtrip,2,0.0439184,0.0100885,0.0129724,712,32,1000.636009
linux,worker-message-latency,compiled,candidate,3,worker-message-roundtrip,4,0.0844188,0.0674878,0.0150948,741,16,1000.869507
linux,worker-message-latency,compiled,candidate,4,worker-message-roundtrip,1,0.0099254,0.0052689,0.0094227,3149,32,1000.162894
linux,worker-message-latency,compiled,candidate,4,worker-message-roundtrip,2,0.0430445,0.0376555,0.0060478,726,32,1000.009728
linux,worker-message-latency,compiled,candidate,4,worker-message-roundtrip,4,0.0748592,0.0665261,0.0089089,835,16,1000.118488
linux,worker-message-latency,compiled,candidate,5,worker-message-roundtrip,1,0.0102026,0.0053276,0.0099825,3063,32,1000.018828
linux,worker-message-latency,compiled,candidate,5,worker-message-roundtrip,2,0.0427361,0.037562,0.0066463,732,32,1001.051066
linux,worker-message-latency,compiled,candidate,5,worker-message-roundtrip,4,0.0792313,0.0666439,0.0097368,789,16,1000.216196
linux,worker-message-latency,interpreter,baseline,1,worker-message-roundtrip,1,9.9834752,7.473165,2.0438891,101,1,1008.330995
linux,worker-message-latency,interpreter,baseline,1,worker-message-roundtrip,2,9.9668121,7.455698,2.0582785,101,1,1006.648027
linux,worker-message-latency,interpreter,baseline,1,worker-message-roundtrip,4,10.0078676,7.53536,1.9484225,100,1,1000.786755
linux,worker-message-latency,interpreter,baseline,2,worker-message-roundtrip,1,9.9934979,6.456846,1.8470083,101,1,1009.343288
linux,worker-message-latency,interpreter,baseline,2,worker-message-roundtrip,2,9.9906486,7.507804,1.9814575,101,1,1009.055506
linux,worker-message-latency,interpreter,baseline,2,worker-message-roundtrip,4,9.9726436,7.504958,1.9609975,101,1,1007.237005
linux,worker-message-latency,interpreter,baseline,3,worker-message-roundtrip,1,9.9616856,6.644338,2.0397789,101,1,1006.13025
linux,worker-message-latency,interpreter,baseline,3,worker-message-roundtrip,2,10.0155548,7.476702,2.0095955,101,1,1011.571033
linux,worker-message-latency,interpreter,baseline,3,worker-message-roundtrip,4,9.9834741,7.504703,2.0228838,101,1,1008.330881
linux,worker-message-latency,interpreter,baseline,4,worker-message-roundtrip,1,9.9886004,7.459641,2.2555858,101,1,1008.848642
linux,worker-message-latency,interpreter,baseline,4,worker-message-roundtrip,2,9.999981,7.473615,1.9590548,101,1,1009.998076
linux,worker-message-latency,interpreter,baseline,4,worker-message-roundtrip,4,10.0159317,7.523744,1.9504837,101,1,1011.609097
linux,worker-message-latency,interpreter,baseline,5,worker-message-roundtrip,1,9.985116,6.560877,1.9852505,101,1,1008.496719
linux,worker-message-latency,interpreter,baseline,5,worker-message-roundtrip,2,10.008196,7.476276,2.2205514,101,1,1010.827799
linux,worker-message-latency,interpreter,baseline,5,worker-message-roundtrip,4,9.9601475,4.369212,2.1984921,101,1,1005.974898
linux,worker-message-latency,interpreter,candidate,1,worker-message-roundtrip,1,1.2022295,0.075136,0.4029053,832,1,1000.254923
linux,worker-message-latency,interpreter,candidate,1,worker-message-roundtrip,2,1.3506792,0.42964,0.2704729,741,1,1000.853257
linux,worker-message-latency,interpreter,candidate,1,worker-message-roundtrip,4,1.3833784,1.175154,0.7391865,723,1,1000.18255
linux,worker-message-latency,interpreter,candidate,2,worker-message-roundtrip,1,1.141091,0.052817,0.2951845,877,1,1000.736802
linux,worker-message-latency,interpreter,candidate,2,worker-message-roundtrip,2,1.1456385,1.071878,0.0847638,873,1,1000.142375
linux,worker-message-latency,interpreter,candidate,2,worker-message-roundtrip,4,1.1905318,1.118377,0.1239621,840,1,1000.04668
linux,worker-message-latency,interpreter,candidate,3,worker-message-roundtrip,1,1.1490103,0.07664,0.2924812,871,1,1000.787981
linux,worker-message-latency,interpreter,candidate,3,worker-message-roundtrip,2,1.1498257,1.075931,0.0711953,870,1,1000.348328
linux,worker-message-latency,interpreter,candidate,3,worker-message-roundtrip,4,1.2211694,1.137602,0.1171944,819,1,1000.137734
linux,worker-message-latency,interpreter,candidate,4,worker-message-roundtrip,1,1.1165719,0.047857,0.2641409,896,1,1000.448379
linux,worker-message-latency,interpreter,candidate,4,worker-message-roundtrip,2,1.1340398,0.063401,0.0959943,882,1,1000.223096
linux,worker-message-latency,interpreter,candidate,4,worker-message-roundtrip,4,1.1778598,1.106691,0.1168491,849,1,1000.002972
linux,worker-message-latency,interpreter,candidate,5,worker-message-roundtrip,1,1.1265363,0.04752,0.2904625,888,1,1000.364277
linux,worker-message-latency,interpreter,candidate,5,worker-message-roundtrip,2,1.1404364,0.087578,0.0893341,877,1,1000.162719
linux,worker-message-latency,interpreter,candidate,5,worker-message-roundtrip,4,1.192935,1.113651,0.1346586,839,1,1000.872498
linux,worker-message-latency,node,control,1,worker-message-roundtrip,1,0.1593178,0.0358521,0.2301875,393,16,1001.790369
linux,worker-message-latency,node,control,1,worker-message-roundtrip,2,0.157058,0.0457306,0.2368245,398,16,1000.14511
linux,worker-message-latency,node,control,1,worker-message-roundtrip,4,0.0969372,0.0659914,0.0289609,645,16,1000.39184
linux,worker-message-latency,node,control,2,worker-message-roundtrip,1,0.0347985,0.0301749,0.0037532,899,32,1001.083147
linux,worker-message-latency,node,control,2,worker-message-roundtrip,2,0.0474577,0.0401644,0.0033907,659,32,1000.788866
linux,worker-message-latency,node,control,2,worker-message-roundtrip,4,0.0756047,0.0632119,0.0114306,827,16,1000.402025
linux,worker-message-latency,node,control,3,worker-message-roundtrip,1,0.0385388,0.0295803,0.0043538,811,32,1000.159525
linux,worker-message-latency,node,control,3,worker-message-roundtrip,2,0.0425494,0.0380888,0.0042395,735,32,1000.761346
linux,worker-message-latency,node,control,3,worker-message-roundtrip,4,0.0644454,0.0516727,0.0081968,485,32,1000.191994
linux,worker-message-latency,node,control,4,worker-message-roundtrip,1,0.0335525,0.0295586,0.0036897,932,32,1000.668328
linux,worker-message-latency,node,control,4,worker-message-roundtrip,2,0.0495861,0.0397936,0.0069038,631,32,1001.24154
linux,worker-message-latency,node,control,4,worker-message-roundtrip,4,0.0695387,0.0493855,0.0087269,899,16,1000.244377
linux,worker-message-latency,node,control,5,worker-message-roundtrip,1,0.0328526,0.0288641,0.0040844,952,32,1000.821385
linux,worker-message-latency,node,control,5,worker-message-roundtrip,2,0.0416173,0.038162,0.0033212,751,32,1000.147687
linux,worker-message-latency,node,control,5,worker-message-roundtrip,4,0.0658627,0.0539831,0.0070858,949,16,1000.059436
